loss,accuracy,val_loss,val_accuracy
1.990024209022522,0.26052001118659973,1.6095885038375854,0.4050999879837036
1.5417277812957764,0.43055999279022217,1.4514436721801758,0.4657999873161316
1.3307329416275024,0.5177800059318542,1.1630247831344604,0.5871000289916992
1.1925063133239746,0.5728800296783447,1.0348113775253296,0.6341000199317932
1.0873920917510986,0.6101199984550476,0.9892711639404297,0.6561999917030334
1.0068951845169067,0.6431599855422974,0.8924895524978638,0.6801999807357788
0.9434204697608948,0.6666200160980225,0.8897784948348999,0.685699999332428
0.8855594396591187,0.6849799752235413,0.8318600654602051,0.7052000164985657
0.8353737592697144,0.7064399719238281,0.8201049566268921,0.7117000222206116
0.7963454127311707,0.7185400128364563,0.7736552357673645,0.7328000068664551
0.7550786733627319,0.7325999736785889,0.7170761823654175,0.7501999735832214
0.7189752459526062,0.7465800046920776,0.7186449766159058,0.7512999773025513
0.6934658885002136,0.7562999725341797,0.6818645000457764,0.762499988079071
0.6630275845527649,0.7656800150871277,0.6852825880050659,0.7664999961853027
0.6457818150520325,0.7708200216293335,0.6504716873168945,0.7771000266075134
0.6210309863090515,0.7825000286102295,0.6407195329666138,0.7815999984741211
0.5903639793395996,0.7919600009918213,0.6805849671363831,0.7710999846458435
0.5726545453071594,0.7981799840927124,0.6246612668037415,0.7861999869346619
0.5564168095588684,0.8053399920463562,0.6309812664985657,0.7883999943733215
0.5407311320304871,0.808459997177124,0.6211012601852417,0.7915999889373779
0.5193462371826172,0.8164600133895874,0.6349347829818726,0.7846999764442444
0.5084545612335205,0.820580005645752,0.5873457789421082,0.8016999959945679
0.4923816919326782,0.8275399804115295,0.6040177345275879,0.7980999946594238
0.4797886610031128,0.8299999833106995,0.6282077431678772,0.7936000227928162
0.4654809236526489,0.8347600102424622,0.6089014410972595,0.8007000088691711
0.4548165202140808,0.8405799865722656,0.6112151145935059,0.7989000082015991
0.4442085921764374,0.8410000205039978,0.5637657046318054,0.8101000189781189
0.4325651228427887,0.8474400043487549,0.5930995941162109,0.809499979019165
0.4213247299194336,0.8488399982452393,0.5736665725708008,0.8105000257492065
0.40980294346809387,0.8539999723434448,0.5899321436882019,0.8087000250816345
0.4005160927772522,0.856660008430481,0.5779131054878235,0.8116999864578247
0.3970581293106079,0.8593000173568726,0.5678153038024902,0.8129000067710876
0.3905538320541382,0.8617799878120422,0.5905861258506775,0.8123999834060669
0.3738239109516144,0.8659600019454956,0.5935354232788086,0.8148000240325928
0.3652137517929077,0.8701199889183044,0.5907472372055054,0.8148000240325928
0.3587438762187958,0.8721799850463867,0.5914885997772217,0.8155999779701233
0.35549479722976685,0.8737800121307373,0.5896363258361816,0.8172000050544739
0.34196582436561584,0.8787999749183655,0.5987496376037598,0.8145999908447266
0.34084469079971313,0.8788800239562988,0.6322683691978455,0.8062999844551086
0.328144371509552,0.8833000063896179,0.5821689367294312,0.8172000050544739
0.3251250982284546,0.8833000063896179,0.5850082635879517,0.8241999745368958
0.31399691104888916,0.8880599737167358,0.6025840044021606,0.8166999816894531
0.31285354495048523,0.888700008392334,0.6089238524436951,0.8162999749183655
0.3068896234035492,0.889680027961731,0.5936056971549988,0.8223999738693237
0.3075159788131714,0.8898000121116638,0.5920819044113159,0.8188999891281128
0.29722368717193604,0.89274001121521,0.5976893305778503,0.8248999714851379
0.2962562143802643,0.8939399719238281,0.6150302290916443,0.8169000148773193
0.28291311860084534,0.898859977722168,0.5886963605880737,0.8217999935150146
0.2732316553592682,0.9022799730300903,0.5957822799682617,0.8242999911308289
0.2784861624240875,0.9006400108337402,0.6109076142311096,0.8237000107765198
